word;is_positive;is_negative;sentiment;is_neutral;anger;anticipation;disgust;fear;joy;sadness;surprise;trust
қол;0;0;0;1;0;0;0;0;0;0;0;0
қол жетімсіз;0;1;-1;0;0;0;0;0;0;0;0;0
қол жеткізу;0;0;0;1;0;0;0;0;0;0;0;0
қол жеткізуге болады;1;0;1;0;0;1;0;0;0;0;0;0
қол жетпейтін;0;1;-1;0;1;0;0;0;0;1;0;0
қол қою;0;0;0;0;0;0;0;0;0;0;0;1
қол сағаты;0;0;0;1;0;0;0;0;0;0;0;0
қол сұғу;0;0;0;1;0;0;0;0;0;0;0;0
қол сұғушылық;0;1;-1;0;0;0;0;1;0;0;0;0
қол шапалақтау;0;1;-1;0;0;0;0;0;0;1;0;0
қола;0;0;0;1;0;0;0;0;0;0;0;0
қолайлы;1;0;1;0;0;1;0;0;1;0;1;1
қолайлылық;1;0;1;0;0;0;0;0;0;0;0;0
қолайсыз;0;1;-1;0;1;0;1;1;0;1;0;0
қолайсыздық;0;1;-1;0;1;0;0;0;0;0;0;0
қолаяқ;0;0;0;1;0;0;0;0;0;0;0;0
қолға алынбаған;0;1;-1;0;0;0;0;0;0;0;0;0
қолға түспейтін;0;1;-1;0;0;0;0;0;0;0;1;0
қолға үйретілген;0;0;0;1;0;0;0;0;0;0;0;0
қолға үйрету;0;0;0;1;0;0;0;0;0;0;0;0
қолғап;0;0;0;1;0;0;0;0;0;0;0;0
қолдану;0;0;0;1;0;0;0;0;0;0;0;0
қолдану мүмкіндігі;0;0;0;1;0;0;0;0;0;0;0;0
қолданылатын;0;0;0;1;0;0;0;0;0;0;0;0
қолданылмайды;0;1;-1;0;0;0;0;0;0;0;0;0
қолдар;0;0;0;1;0;0;0;0;0;0;0;0
қолдау көрсетілмейді;0;1;-1;0;0;0;0;0;0;0;0;0
қолдау көрсетті;1;0;1;0;0;0;0;0;0;0;0;0
қолдау көрсету;1;0;1;0;0;0;0;0;1;0;0;1
қолдаушы;1;0;1;0;0;0;0;0;1;0;0;1
қолжазба;0;0;0;1;0;0;0;0;0;0;0;0
қолжетімді;1;0;1;0;0;0;0;0;0;0;0;0
қолма-қол ақша;1;0;1;0;1;1;0;1;1;0;0;1
қолөнер;1;0;1;0;0;0;0;0;0;0;0;0
қолөнерші;1;0;1;0;0;0;0;0;0;0;0;0
қолсыз;0;1;-1;0;0;0;0;0;0;0;0;0
қолшатыр;0;0;0;1;0;0;0;0;0;0;0;0
қонақ;0;0;0;1;0;0;0;0;0;0;0;0
қонақ үй;0;0;0;1;0;0;0;0;0;0;0;0
қонақ үй иесі;0;0;0;1;0;0;0;0;0;0;0;0
қонақжайлылық;1;0;1;0;0;0;0;0;0;0;0;0
қонды;1;0;1;0;0;0;0;0;0;0;0;0
қондырылған;0;1;-1;0;0;0;0;0;0;0;0;0
қону;0;0;0;1;0;0;0;0;0;0;0;0
қонымсыз;0;1;-1;0;0;0;0;0;0;0;0;0
қоныстанбаған;0;0;0;1;0;0;0;0;0;0;0;0
қоныстанушы;1;0;1;0;0;0;0;1;0;0;0;0
қоңыз;0;0;0;1;0;0;0;0;0;0;0;0
қоңыр;0;0;0;1;0;0;0;0;0;0;0;0
қоңырау;0;1;-1;0;1;0;0;0;0;0;0;0
қоңырау шалу;0;0;0;1;0;0;0;0;0;0;0;0
қоңыраулар;0;1;-1;0;0;1;0;0;0;0;0;1
қопарылғыш;0;1;-1;0;1;1;0;1;0;0;1;0
қопарылу;0;1;-1;0;0;0;1;0;1;0;0;0
қопарылыс;0;1;-1;0;1;0;0;1;0;0;1;0
қопсытқыш;0;0;0;1;0;0;0;0;0;0;0;0
қопсыту;0;0;0;1;0;0;0;0;0;0;0;0
қор;0;0;0;1;0;0;0;0;0;0;0;0
қор болып қалу;0;1;-1;0;0;0;0;0;0;0;0;0
қора;0;1;-1;0;1;0;1;0;0;0;0;0
қорап;0;1;-1;0;0;0;0;1;0;1;0;0
қорғады;1;0;1;0;0;0;0;0;0;0;0;1
қорғалатын;0;0;0;1;0;0;0;0;0;0;0;0
қорғалған;0;0;0;0;0;0;0;0;0;0;0;1
қорғалмаған;0;1;-1;0;0;0;0;0;0;0;0;0
қорғалмайтын;0;1;-1;0;0;0;0;1;0;0;0;0
қорған;0;0;0;0;0;0;1;0;0;0;0;0
қорғансыз;0;1;-1;0;0;0;0;1;0;1;0;0
қорғансыздандыру;0;1;-1;0;0;0;0;0;0;0;0;0
қорғансыздық;0;1;-1;0;0;0;0;0;0;0;0;0
қорғану;0;1;-1;0;0;0;0;0;0;0;0;0
қорғаншылық;1;0;1;0;0;0;0;0;0;0;0;1
қорғаныс;1;0;1;0;1;1;0;1;0;0;0;0
қорғаныссыз;0;1;-1;0;0;0;0;0;0;0;0;0
қорғаныш;1;0;1;0;0;0;0;0;0;0;0;0
қорғанышсыз;0;1;-1;0;0;0;0;0;0;0;0;0
қорғасын;1;0;1;0;0;0;0;0;0;0;0;0
қорғау;1;0;1;0;1;1;0;1;1;0;0;1
қорғаусыз;0;1;-1;0;0;0;0;0;0;0;0;0
қорғаушы;1;0;1;0;0;0;0;0;0;0;0;1
қорексіз;0;1;-1;0;0;0;0;0;0;0;0;0
қоректік;1;0;1;0;0;0;0;0;0;1;0;0
қорқады;0;1;-1;0;0;0;0;1;0;0;0;0
қорқақ;0;1;-1;0;0;0;1;1;0;1;0;0
қорқақта;0;1;-1;0;0;0;0;0;0;0;0;0
қорқақтық;0;1;-1;0;0;0;0;1;0;0;0;0
қорқалақта;0;1;-1;0;0;0;0;0;0;0;0;0
қорқау;1;1;0;0;0;0;0;1;0;0;0;0
қорқу;0;1;-1;0;0;0;0;1;0;0;0;0
қорқыныш;0;1;-1;0;1;1;1;1;0;1;1;0
қорқыныш-үрей;0;1;-1;0;0;0;0;0;0;0;0;0
қорқынышқа салу;0;1;-1;0;0;0;0;0;0;0;0;0
қорқынышпен;0;1;-1;0;0;0;0;1;0;1;1;0
қорқынышты;0;1;-1;0;1;1;1;1;0;1;1;0
қорқып кетті;0;1;-1;0;0;0;0;1;0;0;1;0
қорқып-қобалжы;0;1;-1;0;0;0;0;0;0;0;0;0
қорқыт;0;1;-1;0;0;0;0;0;0;0;0;0
қорқыту;0;1;-1;0;1;1;1;1;0;1;1;0
қорқытушы;0;1;-1;0;0;0;0;0;0;0;0;0
қорлайтын;0;1;-1;0;1;0;1;1;0;1;0;0
қорлар;0;0;0;1;0;0;0;0;0;0;0;0
қорлау;0;1;-1;0;1;0;1;1;0;1;1;0
қорлаушы;0;1;-1;0;0;0;0;0;0;0;0;0
қорлық;0;1;-1;0;0;0;0;0;0;1;0;0
қоршаған;0;0;0;1;0;0;0;0;0;0;0;0
қоршаған орта;1;0;1;0;0;0;0;0;0;0;0;0
қоршалған;0;0;0;0;1;0;0;0;0;0;0;0
қоршау;1;1;0;0;0;1;0;0;0;0;0;0
қорықпайтын;1;0;1;0;0;0;0;1;0;0;0;0
қорылдау;0;0;0;1;0;0;0;0;0;0;0;0
қорытпа;0;0;0;1;0;0;0;0;0;0;0;0
қорыту;0;0;0;1;0;0;0;0;0;0;0;0
қорытынды;0;0;0;1;0;0;0;0;0;0;0;0
қорытынды жасау;0;0;0;1;0;0;0;0;0;0;0;0
қорытындылау;1;0;1;0;0;0;0;0;0;0;0;0
қорытындысыз;0;0;0;1;0;0;0;0;0;0;0;0
қос;0;0;0;1;0;0;0;0;0;0;0;0
қос ішек;0;0;0;1;0;0;0;0;0;0;0;0
қоса алғанда;1;0;1;0;0;0;0;0;0;0;0;0
қосалқы;0;0;0;1;0;0;0;0;0;0;0;0
қосалқы сызба;0;0;0;1;0;0;0;0;0;0;0;0
қосалқы түрі;0;0;0;1;0;0;0;0;0;0;0;0
қосқыш;0;1;-1;0;1;0;1;1;0;1;0;0
қосмекенді;0;0;0;1;0;0;0;0;0;0;0;0
қоспа;0;1;-1;0;0;0;1;0;0;0;0;0
қоспағанда;0;0;0;1;0;0;0;0;0;0;0;0
қоспасы;0;0;0;1;0;0;0;0;0;0;0;0
қоспасыз;0;0;0;1;0;0;0;0;0;0;0;0
қосу;1;0;1;0;0;0;0;0;0;0;0;1
қосылған;0;0;0;1;0;0;0;0;0;0;0;0
қосылды;1;0;1;0;0;0;0;0;0;0;0;0
қосылмаған;0;1;-1;0;0;0;0;0;0;0;0;0
қосылу;1;0;1;0;0;0;0;0;0;0;0;0
қосымша;1;0;1;0;0;0;0;0;0;0;0;0
қосымша ақы;0;1;-1;0;1;0;0;0;0;0;0;0
қосынды;0;0;0;1;0;0;0;0;0;0;0;0
қотыр;0;1;-1;0;0;0;1;1;0;0;0;0
қоштасу;0;0;0;0;0;0;0;0;0;1;0;0
қою;0;0;0;1;0;0;0;0;0;0;0;0
қоюлану;0;0;0;1;0;0;0;0;0;0;0;0
қояды;0;0;0;1;0;0;0;0;0;0;0;0
қоян;0;0;0;1;0;0;0;0;0;0;0;0
қу;0;1;-1;0;1;0;1;1;0;0;0;0
қуанады;1;0;1;0;0;0;0;0;1;0;0;0
қуанту;1;0;1;0;0;0;0;0;1;0;1;0
қуану;1;0;1;0;0;1;0;0;1;0;1;1
қуаныш;1;0;1;0;0;0;0;0;1;0;0;0
қуанышсыз;0;1;-1;0;0;0;0;0;0;0;0;0
қуанышты;1;0;1;0;0;1;0;0;1;0;1;1
қуатсыз;0;1;-1;0;0;0;0;0;0;0;0;0
қуаттандыру;1;0;1;0;0;0;0;0;0;0;0;0
қудалау;0;1;-1;0;1;0;1;1;0;1;0;0
қулық;1;1;0;0;1;0;1;1;0;1;1;0
қулық ету;0;1;-1;0;1;0;1;0;0;0;0;0
қулық жасау;0;1;-1;0;0;0;0;0;0;0;0;0
қулық-сұмдық;0;1;-1;0;0;0;0;0;0;0;0;0
қулықсыз;0;1;-1;0;0;0;0;0;0;0;0;0
қулықшы;0;1;-1;0;0;0;0;0;0;0;0;0
қурап;0;1;-1;0;0;0;0;0;0;1;0;0
қурап қалды;0;1;-1;0;0;0;1;0;0;0;0;0
қуу;0;1;-1;0;0;0;0;0;0;0;0;0
қуық;0;0;0;1;0;0;0;0;0;0;0;0
қуылған;0;1;-1;0;1;0;1;1;0;1;0;0
қуылу;0;1;-1;0;1;0;1;0;0;1;0;0
қуып жіберу;0;1;-1;0;1;0;1;1;0;1;0;0
қуыру;0;0;0;1;0;0;0;0;0;0;0;0
қуыршақ;0;0;0;0;0;0;0;0;1;0;0;0
қуырылған;0;0;0;1;0;0;0;0;0;0;0;0
қуыс;0;1;-1;0;0;0;0;0;0;1;0;0
құбыжық;0;1;-1;0;1;0;1;1;0;1;1;0
құбылмалы;0;1;-1;0;0;0;0;0;0;0;1;0
құбылмалылық;0;1;-1;0;1;1;0;1;0;0;1;0
құбылыс;0;0;0;1;0;0;0;0;0;0;0;0
құбыр;0;0;0;1;0;0;0;0;0;0;0;0
құбырлы;0;0;0;1;0;0;0;0;0;0;0;0
құдай;1;0;1;0;0;1;0;1;1;0;0;1
құдай әкесі;0;0;0;1;0;0;0;0;0;0;0;0
құдайлық;1;0;1;0;0;0;0;0;0;0;0;0
құдайсыз;0;1;-1;0;0;0;0;0;0;0;0;0
құдайшыл;1;0;1;0;0;0;0;0;1;0;0;1
құдайы;1;0;1;0;0;0;0;0;1;0;1;0
құдіретті;1;0;1;0;1;0;0;1;1;0;0;1
құдіреттілік;1;1;0;0;0;0;0;1;0;0;0;0
құдық сағасы;0;0;0;1;0;0;0;0;0;0;0;0
құжат;0;0;0;1;0;0;0;0;0;0;0;0
құжатсыз;0;1;-1;0;0;0;0;0;0;0;0;0
құзыреті;0;0;0;1;0;0;0;0;0;0;0;0
құзыретті;1;0;1;0;0;0;0;0;0;0;0;1
құзыреттілік;1;0;1;0;0;0;0;0;0;0;0;1
құйма;0;0;0;1;0;0;0;0;0;0;0;0
құймақ;0;0;0;1;0;0;0;0;0;0;0;0
құйрық;0;0;0;1;0;0;0;0;0;0;0;0
құйрықты;0;0;0;1;0;0;0;0;0;0;0;0
құйтырқы;0;1;-1;0;0;0;0;0;0;0;0;0
құйын;0;1;-1;0;0;0;0;1;0;0;0;0
құйынды;0;1;-1;0;0;0;0;1;0;0;0;0
құйыңыз;0;0;0;1;0;0;0;0;0;0;0;0
құқық;0;0;0;1;0;0;0;0;0;0;0;0
құқық бұзушы;0;1;-1;0;1;0;1;0;0;0;0;0
құқық бұзушылық;0;1;-1;0;1;0;1;1;0;1;0;0
құқықбұзушы;0;1;-1;0;0;0;0;0;0;0;0;0
құқықбұзушылық;0;1;-1;0;0;0;0;0;0;0;0;0
құқықсыз;0;1;-1;0;0;0;0;0;0;0;0;0
құқықтану;0;0;0;0;0;0;0;0;0;1;0;0
құл;0;1;-1;0;1;0;0;1;0;1;0;0
құл ету;0;1;-1;0;0;0;0;0;0;0;0;0
құлады;0;1;-1;0;0;0;0;0;0;1;0;0
құлазу;0;1;-1;0;0;0;0;0;0;1;0;0
құлазыған;0;1;-1;0;1;0;1;1;0;0;0;0
құлақ;0;0;0;1;0;0;0;0;0;0;0;0
құлаққап;0;0;0;1;0;0;0;0;0;0;0;0
құлақсыз;0;1;-1;0;0;0;0;0;0;0;0;0
құлату;0;1;-1;0;0;0;0;0;0;1;1;0
құлау;0;1;-1;0;0;0;1;1;0;1;0;0
құлдық;0;1;-1;0;1;0;1;1;0;1;0;0
құлдықта;0;1;-1;0;1;0;1;1;0;1;0;0
құлдырау;0;1;-1;0;0;0;0;1;0;1;0;0
құлдыpаy;0;1;-1;0;0;0;1;1;0;1;0;0
құлқынсыз;0;1;-1;0;0;0;0;0;0;0;0;0
құлпытас;0;0;0;1;0;0;0;0;0;0;0;0
құлшыныс;1;0;1;0;0;1;0;0;1;0;1;1
құлықсыз;0;1;-1;0;0;0;0;1;0;0;0;0
құлықсыздық;0;0;0;1;0;0;0;0;0;0;0;0
құлын;0;0;0;1;0;0;0;0;0;0;0;0
құлып;0;0;0;1;0;0;0;0;0;0;0;0
құлыптау;0;1;-1;0;0;0;0;1;0;1;0;0
құм;0;0;0;1;0;0;0;0;0;0;0;0
құм сағат;0;0;0;1;0;0;0;0;0;0;0;0
құмай;0;0;0;1;0;0;0;0;0;0;0;0
құмар;1;1;0;0;0;1;1;0;1;0;0;1
құмар ойын;0;1;-1;0;0;0;0;0;0;0;0;0
құмар ойындар;0;1;-1;0;0;1;0;0;0;0;1;0
құмар ойыншы;0;1;-1;0;0;1;0;0;0;0;1;0
құмарлық;1;1;0;0;0;1;0;0;1;0;0;1
құмарсыз;0;1;-1;0;0;0;0;0;0;0;0;0
құмарту;0;1;-1;0;0;0;0;0;0;0;0;0
құмаршыл;0;1;-1;0;0;0;0;0;0;0;0;0
құмдар;0;0;0;1;0;0;0;0;0;0;0;0
құмды;0;0;0;1;0;0;0;0;0;0;0;0
құмыра;0;0;0;1;0;0;0;0;0;0;0;0
құмырашы;0;0;0;1;0;0;0;0;0;0;0;0
құмырсқа;0;0;0;1;0;0;0;0;0;0;0;0
құн;0;0;0;1;0;0;0;0;0;0;0;0
құнажын;0;0;0;1;0;0;0;0;0;0;0;0
құнарлы;1;0;1;0;0;0;0;0;0;0;0;0
құнды;1;0;1;0;0;0;0;0;0;0;0;0
құнсыз;0;1;-1;0;0;0;0;0;0;0;0;0
құнсыздану;0;1;-1;0;1;0;1;0;0;0;0;0
құнтсыз;0;1;-1;0;0;0;0;0;0;0;0;0
құны;0;0;0;1;0;0;0;0;0;0;0;0
құпия;0;1;-1;0;0;0;0;0;0;0;0;1
құпия түрде;0;0;0;0;0;0;0;0;0;0;0;1
құпиялық;0;0;0;0;0;0;0;0;0;0;1;1
құпиялылық;0;0;0;1;0;0;0;0;0;0;0;0
құпиясыз;0;1;-1;0;0;0;0;0;0;0;0;0
құпиясыздық;0;1;-1;0;0;0;0;0;0;0;0;0
құрайды;0;0;0;0;0;0;0;0;0;0;0;1
құрал;0;0;0;1;0;0;0;0;0;0;0;0
құрал жасау;0;0;0;1;0;0;0;0;0;0;0;0
құралсыз;0;1;-1;0;0;0;0;0;0;0;0;0
құралымсыз;0;1;-1;0;0;0;0;0;0;0;0;0
құрама;0;0;0;1;0;0;0;0;0;0;0;0
құрамдас;0;0;0;1;0;0;0;0;0;0;0;0
құрамды;0;0;0;1;0;0;0;0;0;0;0;0
құрамы;0;0;0;1;0;0;0;0;0;0;0;0
құрастыру;1;1;0;0;0;0;0;0;0;0;0;1
құрастырылған;1;0;1;0;0;0;0;0;0;0;0;0
құраушы;0;0;0;1;0;0;0;0;0;0;0;0
құраушылар;0;0;0;1;0;0;0;0;0;0;0;0
құрбан;0;1;-1;0;1;0;0;1;0;1;0;0
құрбан болды;0;1;-1;0;1;0;1;1;0;1;1;0
құрбандық үстелі;0;0;0;1;0;0;0;0;0;0;0;0
құрбандықтар;0;1;-1;0;0;0;1;1;0;1;0;0
құрғақ;0;1;-1;0;0;0;0;0;0;1;0;0
құрғақтық;0;0;0;1;0;0;0;0;0;0;0;0
құрғақшылық;0;1;-1;0;0;0;0;0;0;0;0;0
құрғау;0;1;-1;0;0;0;0;0;0;0;0;0
құрдас;0;0;0;1;0;0;0;0;0;0;0;0
құрдым;0;1;-1;0;0;0;0;0;0;0;0;0
құрмет;1;0;1;0;0;1;0;0;1;0;0;1
құрметсіз;0;1;-1;0;0;0;0;0;0;0;0;0
құрметсіздік;0;1;-1;0;0;0;0;0;0;0;0;0
құрметтейді;1;0;1;0;0;0;0;0;0;0;0;1
құрметтеу;1;0;1;0;0;0;0;0;1;1;0;1
құрметті;1;0;1;0;0;1;0;0;1;0;0;1
құрметтілігі;1;0;1;0;0;0;0;0;0;0;0;0
құрсау;0;0;0;1;0;0;0;0;0;0;0;0
құрт;0;1;-1;0;0;1;1;0;0;0;1;0
құрту;0;1;-1;0;1;0;1;1;0;1;0;0
құртылу;0;1;-1;0;0;0;0;0;0;0;0;0
құру;0;0;0;1;0;0;0;0;0;0;0;0
құрыған;0;1;-1;0;0;0;0;1;0;1;0;0
құрықтау;0;1;-1;0;1;0;0;1;0;0;0;0
құрылғы;0;0;0;1;0;0;0;0;0;0;0;0
құрылғылар;0;0;0;1;0;0;0;0;0;0;0;0
құрылды;1;0;1;0;0;0;0;0;1;0;0;0
құрылым;1;0;1;0;0;0;0;0;0;0;0;1
құрылымдық;0;0;0;0;0;0;0;0;0;0;0;1
құрылыс;0;0;0;1;0;0;0;0;0;0;0;0
құрылысшы;0;0;0;1;0;0;0;0;0;0;0;0
құрып кету;0;1;-1;0;0;0;0;1;0;1;0;0
құрыс;0;1;-1;0;0;0;0;0;0;0;0;0
құрыс-тырыс;0;1;-1;0;0;0;0;0;0;0;0;0
құрысу;0;1;-1;0;0;1;0;0;0;0;0;0
құс;0;0;0;1;0;0;0;0;0;0;0;0
құс еті;0;0;0;1;0;0;0;0;0;0;0;0
құс үйі;0;0;0;1;0;0;0;0;0;0;0;0
құсу;0;1;-1;0;0;0;1;0;0;0;0;0
құтқару;1;0;1;0;0;1;0;0;1;0;1;1
құтқару қайығы;0;0;0;1;0;0;0;0;0;0;0;0
құтсыз;0;1;-1;0;0;0;0;0;0;0;0;0
құтты болсын;1;0;1;0;0;0;0;0;1;0;0;0
құттықтау;1;0;1;0;0;0;0;0;1;0;0;0
құты;0;0;0;1;0;0;0;0;0;0;0;0
құтылу;1;0;1;0;0;1;0;0;1;0;0;1
құтырған;0;1;-1;0;1;1;1;1;0;1;1;0
құтыру;0;1;-1;0;0;0;0;0;0;0;0;0
құшақтау;1;0;1;0;0;0;0;0;1;0;0;1
құштарлық;1;1;0;0;1;1;0;0;1;0;0;1
құю зауыты;0;0;0;1;0;0;0;0;0;0;0;0
құюшы;0;0;0;1;0;0;0;0;0;0;0;0
құpтылy;0;1;-1;0;0;0;0;0;0;0;0;0
құpтy;0;1;-1;0;1;0;0;0;0;0;0;0
қыбырлау;0;1;-1;0;1;0;1;0;0;0;0;0
қыдыру;0;0;0;1;0;0;0;0;0;0;0;0
қызару;0;1;-1;0;0;0;0;0;0;0;0;0
қызғалдақ;0;0;0;1;0;0;0;0;0;0;0;0
қызғаншақ;0;1;-1;0;0;0;0;0;0;0;0;0
қызғаныш;0;1;-1;0;1;0;1;1;0;1;0;0
қызғылт;1;0;1;0;0;0;0;0;0;0;0;0
қыздық;1;0;1;0;0;1;0;0;0;0;0;0
қыздыру;0;0;0;1;0;0;0;0;0;0;0;0
қыздырылған;0;0;0;1;0;0;0;0;0;0;0;0
қызмет ету;0;1;-1;0;0;0;0;0;0;0;0;1
қызмет көрсету;0;1;-1;0;1;0;1;0;0;1;0;0
қызмет мерзімі;0;0;0;1;0;0;0;0;0;0;0;0
қызметсіз;0;1;-1;0;0;0;0;0;0;0;0;0
қызметші;1;1;0;0;0;0;1;1;0;1;0;1
қызу;0;1;-1;0;1;0;0;1;0;0;0;0
қызы;1;0;1;0;0;0;0;0;1;0;0;0
қызығу;1;0;1;0;0;0;0;0;0;0;0;0
қызығушылық;1;0;1;0;0;1;0;0;0;0;1;0
қызығушылықсыз;0;1;-1;0;0;0;0;0;0;1;0;0
қызық;1;1;0;0;0;1;0;0;1;0;1;1
қызықсыз;0;1;-1;0;0;0;0;0;0;1;0;0
қызықты;1;0;1;0;0;1;0;0;1;0;1;0
қызыл;0;0;0;1;0;0;0;0;0;0;0;0
қызыл қызыл;0;1;-1;0;0;0;0;0;0;0;0;0
қызыл түсті;0;0;0;1;0;0;0;0;0;0;0;0
қызылша;0;1;-1;0;0;0;1;1;0;1;0;0
қызyқанды;0;1;-1;0;1;0;0;0;0;0;0;0
қылдырықтай;0;1;-1;0;0;0;0;0;0;0;0;0
қылқансыз;0;1;-1;0;0;0;0;0;0;0;0;0
қылмыс;0;1;-1;0;1;0;0;0;0;0;0;0
қылмыскер;0;1;-1;0;1;0;1;1;0;1;0;0
қылмыскерлік;0;1;-1;0;0;0;0;0;0;0;0;0
қылмысты;0;1;-1;0;0;0;1;1;0;1;1;0
қылмыстық;0;1;-1;0;1;0;1;1;0;0;0;0
қылмыстылық;0;1;-1;0;1;0;1;1;0;0;0;0
қылшық;0;1;-1;0;0;0;0;0;0;0;0;0
қылықсыз;0;1;-1;0;0;0;0;0;0;0;0;0
қылымсулық;0;1;-1;0;0;0;0;0;0;0;0;0
қылыш;0;1;-1;0;1;0;0;1;0;0;0;0
қымбат;0;0;0;1;0;0;0;0;0;0;0;0
қымбаттым;1;0;1;0;0;1;0;0;1;1;0;1
қымбатшылық;0;1;-1;0;0;0;0;0;0;0;0;0
қыналар;0;0;0;1;0;0;0;0;0;0;0;0
қынап;0;0;0;1;0;0;0;0;0;0;0;0
қынжылу;0;1;-1;0;0;0;0;0;0;1;0;0
қыңсылау;0;0;0;0;0;0;0;1;0;1;0;0
қыңыр;0;1;-1;0;0;0;1;1;0;0;0;0
қыңырлық;0;1;-1;0;0;1;0;0;1;0;1;0
қып-қызыл;0;0;0;1;0;0;0;0;0;0;0;0
қырағы;1;0;1;0;0;0;0;1;0;0;0;1
қырағылық;1;0;1;0;0;1;0;0;0;0;0;1
қыран;0;0;0;0;0;0;0;0;0;0;0;1
қырғи-қабақ;0;0;0;1;0;0;0;0;0;0;0;0
қырғын;0;1;-1;0;1;0;1;1;0;1;1;0
қыркүйек;0;0;0;1;0;0;0;0;0;0;0;0
қырқу;0;0;0;1;0;0;0;0;0;0;0;0
қырқылған;0;0;0;1;0;0;0;0;0;0;0;0
қырлы;0;0;0;1;0;0;0;0;0;0;0;0
қырсық;0;1;-1;0;0;0;0;0;0;0;0;0
қыртыс;0;0;0;1;0;0;0;0;0;0;0;0
қыртысты;0;1;-1;0;0;0;1;0;0;0;0;0
қыртысы;0;0;0;1;0;0;0;0;0;0;0;0
қыры;0;0;0;1;0;0;0;0;0;0;0;0
қырық;0;0;0;1;0;0;0;0;0;0;0;0
қырыну;0;0;0;1;0;0;0;0;0;0;0;0
қырып жою;0;1;-1;0;1;0;0;1;0;0;0;0
қыс;0;0;0;1;0;0;0;0;0;0;0;0
қысқа;0;0;0;1;0;0;0;0;0;0;0;0
қысқа ұйқы;1;0;1;0;0;0;0;0;1;0;0;0
қысқалық;0;0;0;1;0;0;0;0;0;0;0;0
қысқарту;0;1;-1;0;0;0;0;1;0;0;0;0
қысқартылған;0;0;0;1;0;0;0;0;0;0;0;0
қысқаша;1;0;1;0;0;1;0;0;0;0;0;0
қысқы;0;0;0;1;0;0;0;0;0;0;0;0
қысқыш;0;0;0;1;0;0;0;0;0;0;0;0
қысқыштар;0;0;0;1;0;0;0;0;0;0;0;0
қыспақ;0;1;-1;0;0;0;0;0;0;0;0;0
қысу;0;0;0;1;0;0;0;0;0;0;0;0
қысылатын;0;0;0;1;0;0;0;0;0;0;0;0
қысылған;0;0;0;1;0;0;0;0;0;0;0;0
қысым;0;1;-1;0;0;0;0;0;0;0;0;0
қысым жасау;0;1;-1;0;1;0;1;1;0;1;0;0
қысымшылық;0;1;-1;0;1;0;1;1;0;1;0;0
қытай;0;0;0;1;0;0;0;0;0;0;0;0
қытықтай;0;0;0;1;0;0;0;0;0;0;0;0
қытықтау;1;0;1;0;0;1;0;0;1;0;1;1
қытырлақ;0;1;-1;0;1;0;1;0;0;0;0;1
қыша;0;0;0;1;0;0;0;0;0;0;0;0
қышқыл;0;1;-1;0;0;0;1;0;0;0;0;0
қышқылдық;0;0;0;1;0;0;0;0;0;0;0;0
қышу;0;0;0;1;0;0;0;0;0;0;0;0
қыpғи-қабақтық;0;1;-1;0;1;0;0;0;0;0;0;0
қoбалжытатын;0;1;-1;0;1;0;0;0;0;1;0;0
қoбалжy;0;1;-1;0;1;0;0;1;0;1;0;0
лабиринт;0;0;0;1;0;0;0;0;0;0;0;0
лаванда;0;0;0;1;0;0;0;0;0;0;0;0
лавр;1;0;1;0;0;0;0;0;0;0;0;0
лаврлар;1;0;1;0;0;0;0;0;1;0;0;0
лажсыз;0;1;-1;0;0;0;0;0;0;0;0;0
лай;0;0;0;1;0;0;0;0;0;0;0;0
лайлы;0;1;-1;0;0;0;1;0;0;0;0;0
лайнер;0;0;0;1;0;0;0;0;0;0;0;0
лайық;1;0;1;0;1;1;0;0;0;0;0;1
лайықсыз;0;1;-1;0;0;0;1;0;0;0;0;0
лайықты;1;0;1;0;0;0;0;0;0;0;0;1
лак;0;0;0;1;0;0;0;0;0;0;0;0
лакросс;0;0;0;1;0;0;0;0;0;0;0;0
лақап ат;0;0;0;1;0;0;0;0;0;0;0;0
лақтыру;0;1;-1;0;0;1;0;1;0;0;0;0
лалагүл;0;0;0;1;0;0;0;0;0;0;0;0
лама;0;0;0;1;0;0;0;0;0;0;0;0
ламинатталған;0;0;0;1;0;0;0;0;0;0;0;0
лас;0;1;-1;0;0;0;1;0;0;1;0;0
ластанған;0;1;-1;0;0;0;1;1;0;1;0;0
ластану;0;1;-1;0;0;0;1;0;0;0;0;0
ластау;0;1;-1;0;0;0;1;0;0;0;0;0
латук салаты;0;0;0;1;0;0;0;0;0;0;0;0
лауреаты;1;0;1;0;0;0;0;0;0;0;0;1
лашын;0;1;-1;0;0;0;1;1;0;0;0;0
ләззат алу;1;0;1;0;0;1;0;0;1;0;0;1
ләззат алыңыз;1;0;1;0;0;1;0;0;1;0;0;1
ләззатқұмар;0;1;-1;0;0;0;1;0;0;0;0;0
лезде;0;0;0;1;0;0;0;0;0;0;0;0
лездік;0;0;0;1;0;0;0;0;0;0;0;0
лейкоз;0;1;-1;0;1;0;0;1;0;1;0;0
лейтенант;0;0;0;0;0;0;0;0;0;0;0;1
лексика;0;0;0;1;0;0;0;0;0;0;0;0
лекция;0;0;0;1;0;0;0;0;0;0;0;0
лемма;1;0;1;0;0;0;0;0;0;0;0;0
летаргиялық;0;0;0;1;0;0;0;0;0;0;0;0
либерализм;0;0;0;1;0;0;0;0;0;0;0;0
